data_referencia;cod_ibge;txt_municipio;txt_uf;num_ano_financiamento;qtd_uh_financiadas;vlr_financiamento;vlr_subsidio
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2016;150;13.769.185,65;4.985.039,05
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2017;99;9.084.674,10;2.835.413,12
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2018;45;4.360.823,45;1.106.258,58
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2019;44;4.251.110,30;876.311,09
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2020;37;3.740.651,34;732.166,45
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2021;44;4.314.747,09;775.216,61
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2022;40;4.098.331,57;744.381,23
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2023;54;6.843.565,73;1.211.877,78
01/11/2024;410.280;Bela Vista do Paraíso ;PR;2024;52;7.452.409,59;876.603,21
01/11/2024;410.290;Bituruna ;PR;2009;15;332.980;60.247
01/11/2024;410.290;Bituruna ;PR;2010;12;354.896,58;77.448
01/11/2024;410.290;Bituruna ;PR;2011;14;449.087,22;23.389
01/11/2024;410.290;Bituruna ;PR;2012;60;1.319.538,65;1.037.024,47
01/11/2024;410.290;Bituruna ;PR;2013;31;95.000;303.309,69
01/11/2024;410.290;Bituruna ;PR;2014;38;1.403.231,37;703.868,18
01/11/2024;410.290;Bituruna ;PR;2015;5;312.781,19;53.243,74
01/11/2024;410.290;Bituruna ;PR;2016;4;421.048,42;16.220,78
01/11/2024;410.290;Bituruna ;PR;2017;2;145.947,24;41.999,99
01/11/2024;410.290;Bituruna ;PR;2018;6;415.408,14;100.872,61
01/11/2024;410.290;Bituruna ;PR;2019;5;450.240,78;68.614,47
01/11/2024;410.290;Bituruna ;PR;2020;42;2.841.062,62;1.258.485,75
01/11/2024;410.290;Bituruna ;PR;2021;3;291.284,37;34.331,91
01/11/2024;410.290;Bituruna ;PR;2022;61;5.770.655,40;1.818.638,77
01/11/2024;410.290;Bituruna ;PR;2023;2;241.598,45;30.311,67
01/11/2024;410.290;Bituruna ;PR;2024;3;624.202,01;0
01/11/2024;410.300;Boa Esperança ;PR;2010;1;14.000;2.575
01/11/2024;410.300;Boa Esperança ;PR;2011;6;293.166,09;10.237
01/11/2024;410.300;Boa Esperança ;PR;2012;71;2.707.143,31;1.316.948,46
01/11/2024;410.300;Boa Esperança ;PR;2013;7;394.309;110.902,15
01/11/2024;410.300;Boa Esperança ;PR;2014;7;396.178,08;89.803,37
01/11/2024;410.300;Boa Esperança ;PR;2015;5;304.223,14;110.914,95
01/11/2024;410.300;Boa Esperança ;PR;2016;4;316.143,79;46.630,93
01/11/2024;410.300;Boa Esperança ;PR;2017;2;161.816,36;38.511,98
01/11/2024;410.300;Boa Esperança ;PR;2018;1;171.000;0
01/11/2024;410.300;Boa Esperança ;PR;2019;4;383.598,09;46.053,52
01/11/2024;410.300;Boa Esperança ;PR;2020;3;281.574,01;76.401,98
01/11/2024;410.300;Boa Esperança ;PR;2022;2;191.760;38.943,40
01/11/2024;410.300;Boa Esperança ;PR;2023;5;825.600;13.188,53
01/11/2024;410.300;Boa Esperança ;PR;2024;6;821.520;110.067,62
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2009;1;59.322;12.001
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2010;16;216.882,05;215.300
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2011;24;434.759,18;213.000
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2012;8;161.218,05;131.720,59
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2013;11;379.475,12;210.771,73
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2014;1;78.293,89;17.056,99
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2015;4;344.798,57;40.973,98
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2016;4;280.474,65;41.807,68
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2017;1;52.375,44;4.933,99
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2018;1;73.132,69;17.927,19
01/11/2024;410.302;Boa Esperança do Iguaçu ;PR;2019;1;64.460,76;30.286,90
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2009;3;61.200;9.914
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2010;3;151.179,77;32.343
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2011;3;105.774,88;25.000
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2012;6;311.718,30;108.376,60
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2013;27;825.331,74;543.927,35
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2014;4;259.992,46;99.437,96
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2015;1;67.738,18;25.508,99
01/11/2024;410.304;Boa Ventura de São Roque ;PR;2016;2;153.677,73;38.251,67
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2009;7;260.887,85;69.366
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2010;15;313.786,84;225.496
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2011;17;413.869;138.285
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2012;22;753.706,38;362.916,73
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2013;7;308.958,22;141.285,04
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2014;12;659.246,26;244.527,47
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2015;5;288.704,90;107.626,87
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2016;34;1.273.741,04;629.179,87
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2017;4;221.745,84;55.587,47
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2018;37;2.061.226,57;653.489,74
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2019;9;547.283;166.830,98
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2022;1;201.507,77;0
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2023;6;1.075.557,53;47.646,92
01/11/2024;410.305;Boa Vista da Aparecida ;PR;2024;4;550.715,74;23.504,95
01/11/2024;410.310;Bocaiúva do Sul ;PR;2009;7;300.104,68;122.155
01/11/2024;410.310;Bocaiúva do Sul ;PR;2010;6;316.989,76;117.272
01/11/2024;410.310;Bocaiúva do Sul ;PR;2011;17;1.219.839,72;152.728
01/11/2024;410.310;Bocaiúva do Sul ;PR;2012;22;1.876.203,58;443.670,68
01/11/2024;410.310;Bocaiúva do Sul ;PR;2013;36;3.143.393,38;824.607,66
01/11/2024;410.310;Bocaiúva do Sul ;PR;2014;45;4.027.242,92;1.031.552,19
01/11/2024;410.310;Bocaiúva do Sul ;PR;2015;34;3.524.639,94;648.261,85
01/11/2024;410.310;Bocaiúva do Sul ;PR;2016;17;1.970.214,78;217.699,30
01/11/2024;410.310;Bocaiúva do Sul ;PR;2017;19;2.066.819,52;321.657,82
01/11/2024;410.310;Bocaiúva do Sul ;PR;2018;20;2.298.409,02;375.845,10
01/11/2024;410.310;Bocaiúva do Sul ;PR;2019;8;883.180,99;162.386,40
01/11/2024;410.310;Bocaiúva do Sul ;PR;2020;9;1.040.588,25;203.381,43
01/11/2024;410.310;Bocaiúva do Sul ;PR;2021;11;1.166.312,22;202.009,61
01/11/2024;410.310;Bocaiúva do Sul ;PR;2022;3;341.148,01;31.200,60
01/11/2024;410.310;Bocaiúva do Sul ;PR;2023;2;491.200;12.844,70
01/11/2024;410.310;Bocaiúva do Sul ;PR;2024;8;1.243.056,80;33.222,72
01/11/2024;410.315;Bom Jesus do Sul ;PR;2010;1;58.133,40;11.645
01/11/2024;410.315;Bom Jesus do Sul ;PR;2011;5;264.131,14;19.610
01/11/2024;410.315;Bom Jesus do Sul ;PR;2012;3;155.328,50;47.768,33
01/11/2024;410.315;Bom Jesus do Sul ;PR;2013;1;41.471,23;23.136,05
01/11/2024;410.315;Bom Jesus do Sul ;PR;2014;2;155.584,65;44.351,98
01/11/2024;410.315;Bom Jesus do Sul ;PR;2015;2;152.364,48;41.363,98
01/11/2024;410.315;Bom Jesus do Sul ;PR;2017;1;50.400;19.530,43
01/11/2024;410.315;Bom Jesus do Sul ;PR;2019;1;62.589,03;20.804,55
01/11/2024;410.315;Bom Jesus do Sul ;PR;2024;2;295.149,74;459
01/11/2024;410.320;Bom Sucesso ;PR;2009;3;155.400,28;31.062
01/11/2024;410.320;Bom Sucesso ;PR;2011;7;445.486,02;70.062
01/11/2024;410.320;Bom Sucesso ;PR;2012;156;5.455.996,46;4.257.358,74
01/11/2024;410.320;Bom Sucesso ;PR;2013;8;560.225,86;169.215,17
01/11/2024;410.320;Bom Sucesso ;PR;2014;158;5.894.127,12;4.834.436,58
01/11/2024;410.320;Bom Sucesso ;PR;2015;7;613.024,22;167.176,95
01/11/2024;410.320;Bom Sucesso ;PR;2016;3;228.120;71.647,42
01/11/2024;410.320;Bom Sucesso ;PR;2017;4;351.232,26;73.607,14
01/11/2024;410.320;Bom Sucesso ;PR;2020;1;111.999,96;23.116,99
01/11/2024;410.320;Bom Sucesso ;PR;2022;9;955.887,16;132.585,85
01/11/2024;410.320;Bom Sucesso ;PR;2023;7;763.864;225.330,88
01/11/2024;410.320;Bom Sucesso ;PR;2024;7;868.566,13;275.961,68
01/11/2024;410.322;Bom Sucesso do Sul ;PR;2009;1;58.235,80;10.035
01/11/2024;410.322;Bom Sucesso do Sul ;PR;2012;2;99.823,62;28.028,43
01/11/2024;410.322;Bom Sucesso do Sul ;PR;2013;2;81.007,82;25.874,19
01/11/2024;410.322;Bom Sucesso do Sul ;PR;2019;2;207.122,84;28.499,61
01/11/2024;410.322;Bom Sucesso do Sul ;PR;2024;1;300.000;0
01/11/2024;410.330;Borrazópolis ;PR;2010;16;850.236,79;275.463
01/11/2024;410.330;Borrazópolis ;PR;2011;23;1.345.249,36;132.697
01/11/2024;410.330;Borrazópolis ;PR;2012;16;925.793,08;337.318,15
01/11/2024;410.330;Borrazópolis ;PR;2013;13;828.974,63;306.568,67
01/11/2024;410.330;Borrazópolis ;PR;2014;9;588.126,45;155.813,30
01/11/2024;410.330;Borrazópolis ;PR;2015;120;7.449.834,26;3.417.097,51
01/11/2024;410.330;Borrazópolis ;PR;2016;18;1.377.169,63;537.525,18
01/11/2024;410.330;Borrazópolis ;PR;2017;2;153.841,75;46.789,98
01/11/2024;410.330;Borrazópolis ;PR;2018;87;5.775.025,43;2.910.060,69
01/11/2024;410.330;Borrazópolis ;PR;2020;3;285.659,81;78.125,98
01/11/2024;410.330;Borrazópolis ;PR;2021;3;302.512,12;57.370,12
01/11/2024;410.330;Borrazópolis ;PR;2022;4;419.053,56;73.769,12
01/11/2024;410.330;Borrazópolis ;PR;2023;5;570.400;104.092,83
01/11/2024;410.330;Borrazópolis ;PR;2024;11;1.641.653,13;254.340,54
01/11/2024;410.335;Braganey ;PR;2009;7;370.599,62;75.516
01/11/2024;410.335;Braganey ;PR;2010;9;457.200,67;119.962
01/11/2024;410.335;Braganey ;PR;2011;11;641.314,21;55.536
01/11/2024;410.335;Braganey ;PR;2012;8;401.242,99;129.515,48
01/11/2024;410.335;Braganey ;PR;2013;5;329.144,04;106.859,95
01/11/2024;410.335;Braganey ;PR;2014;12;753.721,66;253.549,16
01/11/2024;410.335;Braganey ;PR;2015;8;587.958,37;155.796,84
01/11/2024;410.335;Braganey ;PR;2016;8;734.355,93;127.666,38
01/11/2024;410.335;Braganey ;PR;2017;1;44.014,54;34.997,81
01/11/2024;410.335;Braganey ;PR;2020;2;195.776,69;27.121,84
01/11/2024;410.335;Braganey ;PR;2021;1;100.500;1.755
01/11/2024;410.335;Braganey ;PR;2022;1;157.999,90;0
01/11/2024;410.335;Braganey ;PR;2023;3;317.003,58;63.187,66
01/11/2024;410.335;Braganey ;PR;2024;2;362.400;0
01/11/2024;410.337;Brasilândia do Sul ;PR;2009;2;62.417,11;19.129
01/11/2024;410.337;Brasilândia do Sul ;PR;2010;2;116.806;36.264
01/11/2024;410.337;Brasilândia do Sul ;PR;2011;11;488.964,50;72.203
01/11/2024;410.337;Brasilândia do Sul ;PR;2012;13;687.473,11;255.155,31
01/11/2024;410.337;Brasilândia do Sul ;PR;2013;16;1.014.380,47;429.907,59
01/11/2024;410.337;Brasilândia do Sul ;PR;2014;19;1.463.213,85;499.388,52
01/11/2024;410.337;Brasilândia do Sul ;PR;2015;33;3.177.338,90;793.791,04
01/11/2024;410.337;Brasilândia do Sul ;PR;2016;28;2.267.721,63;847.614,17
01/11/2024;410.337;Brasilândia do Sul ;PR;2017;38;3.009.866,53;1.095.836,46
01/11/2024;410.337;Brasilândia do Sul ;PR;2018;11;954.830,35;247.814,60
01/11/2024;410.337;Brasilândia do Sul ;PR;2019;19;1.609.542,16;400.218,04
01/11/2024;410.337;Brasilândia do Sul ;PR;2020;29;2.741.664,55;569.302,66
01/11/2024;410.337;Brasilândia do Sul ;PR;2021;10;1.052.633,95;207.297,28
01/11/2024;410.337;Brasilândia do Sul ;PR;2022;15;1.547.991,18;378.600,67
01/11/2024;410.337;Brasilândia do Sul ;PR;2023;22;2.851.106,93;560.636,08
01/11/2024;410.337;Brasilândia do Sul ;PR;2024;26;3.777.702,17;654.076,04
01/11/2024;410.340;Cafeara ;PR;2009;3;68.340,61;43.207,23
01/11/2024;410.340;Cafeara ;PR;2010;12;662.858,32;197.141
01/11/2024;410.340;Cafeara ;PR;2011;17;934.334,38;106.850
01/11/2024;410.340;Cafeara ;PR;2012;56;1.802.528,36;1.032.270,35
01/11/2024;410.340;Cafeara ;PR;2013;9;558.345,23;199.247,41
01/11/2024;410.340;Cafeara ;PR;2014;16;1.126.009,26;322.350,07
01/11/2024;410.340;Cafeara ;PR;2015;14;1.012.345,98;310.972,92
01/11/2024;410.340;Cafeara ;PR;2016;5;319.074,33;102.936,80
01/11/2024;410.340;Cafeara ;PR;2017;15;1.073.010,70;413.920,42
01/11/2024;410.340;Cafeara ;PR;2018;6;435.672,08;164.585,92
01/11/2024;410.340;Cafeara ;PR;2019;7;590.251,90;154.549,10
01/11/2024;410.340;Cafeara ;PR;2020;10;983.758,59;225.356,40
01/11/2024;410.340;Cafeara ;PR;2021;14;1.410.005,47;320.439,33
01/11/2024;410.340;Cafeara ;PR;2022;10;987.908;186.190,21
01/11/2024;410.340;Cafeara ;PR;2023;21;2.496.762,64;471.318,37
01/11/2024;410.340;Cafeara ;PR;2024;23;3.112.032,98;642.943,21
01/11/2024;410.345;Cafelândia ;PR;2009;15;751.790,54;190.272
01/11/2024;410.345;Cafelândia ;PR;2010;67;3.826.560,50;886.083
01/11/2024;410.345;Cafelândia ;PR;2011;66;3.770.809,57;331.254
01/11/2024;410.345;Cafelândia ;PR;2012;89;5.517.326,03;1.616.418,48
01/11/2024;410.345;Cafelândia ;PR;2013;140;7.146.040,61;2.589.176,23
01/11/2024;410.345;Cafelândia ;PR;2014;90;5.936.337;1.576.934,96
01/11/2024;410.345;Cafelândia ;PR;2015;99;7.788.870,23;1.547.437,35
01/11/2024;410.345;Cafelândia ;PR;2016;78;6.106.507,02;1.453.669,32
01/11/2024;410.345;Cafelândia ;PR;2017;28;2.306.394,68;382.740,45
01/11/2024;410.345;Cafelândia ;PR;2018;29;3.091.982,41;252.117,47
01/11/2024;410.345;Cafelândia ;PR;2019;32;2.727.117,57;397.084,39
01/11/2024;410.345;Cafelândia ;PR;2020;25;2.140.375,28;282.340,92
01/11/2024;410.345;Cafelândia ;PR;2021;17;1.421.881,14;111.123,11
01/11/2024;410.345;Cafelândia ;PR;2022;180;20.264.771,34;3.600.697,22
01/11/2024;410.345;Cafelândia ;PR;2023;137;16.713.945,18;2.190.802,01
01/11/2024;410.345;Cafelândia ;PR;2024;28;5.077.015,91;85.759,23
01/11/2024;410.347;Cafezal do Sul ;PR;2009;6;74.000;11.826
01/11/2024;410.347;Cafezal do Sul ;PR;2010;5;281.124,18;84.338
01/11/2024;410.347;Cafezal do Sul ;PR;2011;12;701.681,96;71.805
01/11/2024;410.347;Cafezal do Sul ;PR;2012;3;181.062,12;48.922,48
01/11/2024;410.347;Cafezal do Sul ;PR;2013;6;436.753,60;161.917,94
01/11/2024;410.347;Cafezal do Sul ;PR;2014;19;1.493.560,97;405.733,77
01/11/2024;410.347;Cafezal do Sul ;PR;2015;23;1.846.010,70;697.661,77
01/11/2024;410.347;Cafezal do Sul ;PR;2016;33;2.747.503,42;1.194.724,55
01/11/2024;410.347;Cafezal do Sul ;PR;2017;14;1.186.430,38;414.730,25
01/11/2024;410.347;Cafezal do Sul ;PR;2018;17;1.463.947,48;417.297,50
01/11/2024;410.347;Cafezal do Sul ;PR;2019;9;815.177,29;225.903,91
01/11/2024;410.347;Cafezal do Sul ;PR;2020;11;943.020,80;217.029,66
01/11/2024;410.347;Cafezal do Sul ;PR;2021;8;767.930,35;94.126,56
01/11/2024;410.347;Cafezal do Sul ;PR;2023;1;117.600;4.206,18
01/11/2024;410.347;Cafezal do Sul ;PR;2024;8;1.064.451,45;221.622,13
01/11/2024;410.350;Califórnia ;PR;2009;6;183.400;35.149
01/11/2024;410.350;Califórnia ;PR;2010;2;95.117,62;29.429
01/11/2024;410.350;Califórnia ;PR;2011;2;100.316,67;8.264
01/11/2024;410.350;Califórnia ;PR;2012;119;4.411.750,25;2.233.365,14
01/11/2024;410.350;Califórnia ;PR;2013;5;354.912,51;106.026,98
01/11/2024;410.350;Califórnia ;PR;2014;12;935.031,92;243.830,07
01/11/2024;410.350;Califórnia ;PR;2015;24;1.989.058,53;609.621,93
01/11/2024;410.350;Califórnia ;PR;2016;25;2.449.984;710.615,40
01/11/2024;410.350;Califórnia ;PR;2017;111;8.478.598,20;3.014.854,01
01/11/2024;410.350;Califórnia ;PR;2018;23;2.158.980,57;580.832,45
01/11/2024;410.350;Califórnia ;PR;2019;34;3.344.271,31;821.455,29
01/11/2024;410.350;Califórnia ;PR;2020;24;2.524.320,43;526.265,44
01/11/2024;410.350;Califórnia ;PR;2021;95;7.708.258,85;2.405.508,40
01/11/2024;410.350;Califórnia ;PR;2022;13;1.421.860,33;181.750,92
01/11/2024;410.350;Califórnia ;PR;2023;8;976.935,39;189.807,73
01/11/2024;410.350;Califórnia ;PR;2024;10;1.609.181,09;130.786,56
01/11/2024;410.360;Cambará ;PR;2009;70;2.023.508,13;513.166
01/11/2024;410.360;Cambará ;PR;2010;66;2.906.404,38;844.857
01/11/2024;410.360;Cambará ;PR;2011;69;3.278.549,64;322.040
01/11/2024;410.360;Cambará ;PR;2012;248;8.475.901,43;4.649.448,62
01/11/2024;410.360;Cambará ;PR;2013;49;3.137.650,26;975.091,36
01/11/2024;410.360;Cambará ;PR;2014;65;4.523.826,12;1.346.682,99
01/11/2024;410.360;Cambará ;PR;2015;68;4.984.269,89;1.340.634,93
01/11/2024;410.360;Cambará ;PR;2016;46;3.681.255,34;674.299,53
01/11/2024;410.360;Cambará ;PR;2017;50;4.015.651,64;848.925,95
01/11/2024;410.360;Cambará ;PR;2018;56;4.541.739,23;1.036.434,79
01/11/2024;410.360;Cambará ;PR;2019;70;5.586.022,19;1.391.401,97
01/11/2024;410.360;Cambará ;PR;2020;72;6.355.527,44;1.383.453,86
01/11/2024;410.360;Cambará ;PR;2021;35;3.289.516,78;667.726,54
01/11/2024;410.360;Cambará ;PR;2022;27;2.916.535,00;222.733,54
01/11/2024;410.360;Cambará ;PR;2023;125;11.724.741,59;2.878.454,95
01/11/2024;410.360;Cambará ;PR;2024;23;3.228.532,56;292.314,88
01/11/2024;410.370;Cambé ;PR;2009;225;11.084.312,27;3.161.266,70
01/11/2024;410.370;Cambé ;PR;2010;355;20.779.684,93;6.513.869
01/11/2024;410.370;Cambé ;PR;2011;354;25.088.441,82;2.748.493,80
01/11/2024;410.370;Cambé ;PR;2012;476;33.303.182,41;10.987.548,54
01/11/2024;410.370;Cambé ;PR;2013;553;46.382.307,45;13.872.112,98
01/11/2024;410.370;Cambé ;PR;2014;479;47.224.136,17;11.513.065,55
01/11/2024;410.370;Cambé ;PR;2015;493;49.976.590,33;11.292.847,18
01/11/2024;410.370;Cambé ;PR;2016;407;42.036.229,39;8.771.675,43
01/11/2024;410.370;Cambé ;PR;2017;384;41.251.018,20;7.799.362,98
01/11/2024;410.370;Cambé ;PR;2018;758;76.979.311,29;20.086.507,98
01/11/2024;410.370;Cambé ;PR;2019;686;69.148.857,84;16.573.714,75
01/11/2024;410.370;Cambé ;PR;2020;454;48.838.972,88;9.982.574,90
01/11/2024;410.370;Cambé ;PR;2021;728;84.025.940,12;12.938.306,69
01/11/2024;410.370;Cambé ;PR;2022;385;47.108.343,61;6.734.112,75
01/11/2024;410.370;Cambé ;PR;2023;279;40.902.698,98;3.370.137,86
01/11/2024;410.370;Cambé ;PR;2024;164;28.219.537,70;1.524.442,05
01/11/2024;410.380;Cambira ;PR;2009;38;2.042.765,03;613.891
01/11/2024;410.380;Cambira ;PR;2010;65;3.843.150,16;1.180.572
01/11/2024;410.380;Cambira ;PR;2011;61;3.601.492,08;775.140
01/11/2024;410.380;Cambira ;PR;2012;165;7.733.785,00;4.395.561,88
01/11/2024;410.380;Cambira ;PR;2013;98;7.111.001,30;2.987.318,96
01/11/2024;410.380;Cambira ;PR;2014;99;8.296.695,10;2.863.905,63
01/11/2024;410.380;Cambira ;PR;2015;119;10.763.610,54;3.545.335,02
01/11/2024;410.380;Cambira ;PR;2016;168;15.902.458,66;5.870.711,53
01/11/2024;410.380;Cambira ;PR;2017;128;11.460.657,92;4.011.104,08
01/11/2024;410.380;Cambira ;PR;2018;117;10.664.890,61;2.921.739,84
01/11/2024;410.380;Cambira ;PR;2019;98;9.062.286,52;2.458.483,38
01/11/2024;410.380;Cambira ;PR;2020;76;7.559.882,29;1.881.336,90
01/11/2024;410.380;Cambira ;PR;2021;53;5.508.762,03;1.130.071,96
01/11/2024;410.380;Cambira ;PR;2022;39;4.106.284,83;775.373,47
01/11/2024;410.380;Cambira ;PR;2023;20;2.359.291,10;423.449,50
01/11/2024;410.380;Cambira ;PR;2024;20;3.012.314,06;300.310,53
01/11/2024;410.390;Campina da Lagoa ;PR;2009;17;532.920;111.206
01/11/2024;410.390;Campina da Lagoa ;PR;2010;9;482.731,69;111.275
01/11/2024;410.390;Campina da Lagoa ;PR;2011;8;448.552,29;24.048,20
01/11/2024;410.390;Campina da Lagoa ;PR;2012;34;1.167.712,77;592.534,76
01/11/2024;410.390;Campina da Lagoa ;PR;2013;15;1.075.647,09;299.831,97
01/11/2024;410.390;Campina da Lagoa ;PR;2014;12;1.004.222,24;194.481,94
01/11/2024;410.390;Campina da Lagoa ;PR;2015;26;2.172.095,14;526.418,04
01/11/2024;410.390;Campina da Lagoa ;PR;2016;34;2.937.504,39;715.458,19
01/11/2024;410.390;Campina da Lagoa ;PR;2017;26;2.196.941,75;480.307,61
01/11/2024;410.390;Campina da Lagoa ;PR;2018;40;3.500.044,52;777.884,68
01/11/2024;410.390;Campina da Lagoa ;PR;2019;37;3.444.903,32;832.851,61
01/11/2024;410.390;Campina da Lagoa ;PR;2020;42;3.932.051,03;882.568,23
01/11/2024;410.390;Campina da Lagoa ;PR;2021;37;3.644.390,50;658.408,52
01/11/2024;410.390;Campina da Lagoa ;PR;2022;36;3.643.565,23;596.949,99
01/11/2024;410.390;Campina da Lagoa ;PR;2023;36;4.406.624,36;648.806,21
01/11/2024;410.390;Campina da Lagoa ;PR;2024;57;8.001.335,24;1.284.972,83
01/11/2024;410.400;Campina Grande do Sul ;PR;2009;132;7.741.345,80;2.095.034,10
01/11/2024;410.400;Campina Grande do Sul ;PR;2010;356;23.108.296,34;6.892.124
01/11/2024;410.400;Campina Grande do Sul ;PR;2011;372;27.991.456,77;2.882.542
01/11/2024;410.400;Campina Grande do Sul ;PR;2012;255;20.650.258,17;4.842.253,58
01/11/2024;410.400;Campina Grande do Sul ;PR;2013;366;32.570.564,54;7.838.225,95
01/11/2024;410.400;Campina Grande do Sul ;PR;2014;384;37.330.570,70;8.039.011,88
01/11/2024;410.400;Campina Grande do Sul ;PR;2015;298;30.740.312,77;6.150.797,20
01/11/2024;410.400;Campina Grande do Sul ;PR;2016;332;34.348.606,37;6.582.178,29
01/11/2024;410.400;Campina Grande do Sul ;PR;2017;253;27.843.877,02;4.573.811,46
01/11/2024;410.400;Campina Grande do Sul ;PR;2018;158;18.278.921,99;3.061.215,70
01/11/2024;410.400;Campina Grande do Sul ;PR;2019;138;16.157.104,61;1.995.943,63
01/11/2024;410.400;Campina Grande do Sul ;PR;2020;108;13.076.334,55;1.545.461,34
01/11/2024;410.400;Campina Grande do Sul ;PR;2021;56;6.752.065,36;541.988,20
01/11/2024;410.400;Campina Grande do Sul ;PR;2022;82;11.156.780,65;433.289,56
01/11/2024;410.400;Campina Grande do Sul ;PR;2023;152;24.717.493,07;995.950,62
01/11/2024;410.400;Campina Grande do Sul ;PR;2024;154;28.292.215,30;744.757,64
01/11/2024;410.405;Campo Bonito ;PR;2011;1;71.439,89;4.554
01/11/2024;410.405;Campo Bonito ;PR;2016;1;194.328,32;0
01/11/2024;410.405;Campo Bonito ;PR;2022;4;414.335,84;78.176,62
01/11/2024;410.405;Campo Bonito ;PR;2023;3;335.843,40;65.793,16
01/11/2024;410.405;Campo Bonito ;PR;2024;2;266.955,17;29.388,94
01/11/2024;410.410;Campo do Tenente ;PR;2010;1;46.000;19.035
01/11/2024;410.410;Campo do Tenente ;PR;2011;17;976.446,45;98.989
01/11/2024;410.410;Campo do Tenente ;PR;2012;17;1.078.115,63;387.295,29
01/11/2024;410.410;Campo do Tenente ;PR;2013;48;3.243.967,50;1.381.328,69
01/11/2024;410.410;Campo do Tenente ;PR;2014;37;2.714.234,72;1.004.358,13
01/11/2024;410.410;Campo do Tenente ;PR;2015;18;1.468.668,34;453.498,85
01/11/2024;410.410;Campo do Tenente ;PR;2016;27;2.085.203,56;617.901,71
01/11/2024;410.410;Campo do Tenente ;PR;2017;8;791.137,25;112.497,50
01/11/2024;410.410;Campo do Tenente ;PR;2018;2;159.516;54.222,98
01/11/2024;410.410;Campo do Tenente ;PR;2019;7;643.349,76;155.478,22
01/11/2024;410.410;Campo do Tenente ;PR;2020;11;1.055.546,88;299.099,22
01/11/2024;410.410;Campo do Tenente ;PR;2021;10;1.114.319,65;150.950,75
01/11/2024;410.410;Campo do Tenente ;PR;2022;4;379.042;10.054,59
01/11/2024;410.410;Campo do Tenente ;PR;2023;7;863.391,52;62.315,25
01/11/2024;410.410;Campo do Tenente ;PR;2024;6;909.981,32;49.461,13
01/11/2024;410.420;Campo Largo ;PR;2009;428;22.422.779,18;7.200.153,09
01/11/2024;410.420;Campo Largo ;PR;2010;642;39.605.808,50;12.206.338
01/11/2024;410.420;Campo Largo ;PR;2011;789;58.365.393,62;5.753.196,60
01/11/2024;410.420;Campo Largo ;PR;2012;641;52.721.459,24;11.878.128,39
01/11/2024;410.420;Campo Largo ;PR;2013;663;58.123.789,07;14.000.057,86
01/11/2024;410.420;Campo Largo ;PR;2014;682;65.490.302,68;12.418.408,30
01/11/2024;410.420;Campo Largo ;PR;2015;929;91.216.243,56;19.156.200,95
01/11/2024;410.420;Campo Largo ;PR;2016;692;73.275.185,43;13.427.040,14
01/11/2024;410.420;Campo Largo ;PR;2017;770;85.805.579,12;18.460.793,56
01/11/2024;410.420;Campo Largo ;PR;2018;1.270;140.961.092,74;31.641.900,53
01/11/2024;410.420;Campo Largo ;PR;2019;1.209;138.945.640,73;26.228.587,50
01/11/2024;410.420;Campo Largo ;PR;2020;578;67.483.388,92;11.516.945,20
01/11/2024;410.420;Campo Largo ;PR;2021;736;84.651.421,86;15.181.432,01
