date,store_number,store_name,city,category_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
2023-07-19,3712,MONTE SPIRITS,MONTEZUMA,SPECIAL ORDER ITEMS,903707,SOOH WISERS DELUXE,6,1750,14.99,22.49,-12,-269.88,-21.0,-5.54
2022-12-08,2624,HY-VEE #2 / DUBUQUE,DUBUQUE,AMERICAN FLAVORED VODKA,77683,SMIRNOFF KISSED CARAMEL,12,750,8.25,12.38,-24,-297.12,-18.0,-4.75
2023-07-12,4346,ROY'S FOODLAND,SHELLSBURG,CANADIAN WHISKIES,10808,CROWN ROYAL REGAL APPLE,12,1000,20.49,30.74,-12,-368.88,-12.0,-3.17
2022-10-24,5916,ANOTHER ROUND / DEWITT,DEWITT,STRAIGHT BOURBON WHISKIES,19067,JIM BEAM,12,1000,13.0,19.5,-12,-234.0,-12.0,-3.17
2023-06-07,3488,BENDER'S FOODS,BELLEVUE,STRAIGHT BOURBON WHISKIES,19067,JIM BEAM,12,1000,13.0,19.5,-12,-234.0,-12.0,-3.17
2022-12-07,5873,WEST D LIQUORS,WEST DES MOINES,IRISH WHISKIES,15628,JAMESON,6,1750,35.48,53.22,-6,-319.32,-10.5,-2.77
2024-05-22,6267,POLK CITY LIQUOR / POLK CITY,POLK CITY,IMPORTED VODKAS,34458,KETEL ONE,6,1750,20.99,31.49,-6,-188.94,-10.5,-2.77
2024-08-22,2502,HY-VEE WINE AND SPIRITS (1022) / ANKENY,ANKENY,IMPORTED VODKAS,34458,KETEL ONE,6,1750,20.99,31.49,-6,-188.94,-10.5,-2.77
2024-11-07,4023,WAL-MART 1389 / BOONE,BOONE,AMERICAN VODKAS,36308,HAWKEYE VODKA,6,1750,7.5,11.25,-6,-67.5,-10.5,-2.77
2022-11-02,2544,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,WHITE RUM,43120,BACARDI SUPERIOR PET,6,1750,15.5,23.25,-6,-139.5,-10.5,-2.77
2024-08-09,2515,HY-VEE FOOD STORE #1 (1410) / MASON CITY,MASON CITY,IMPORTED SCHNAPPS,69658,DR MCGILLICUDDYS MENTHOLMINT,6,1750,15.0,22.5,-6,-135.0,-10.5,-2.77
2023-11-21,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,CEDAR RAPIDS,CANADIAN WHISKIES,11774,BLACK VELVET,24,375,3.25,4.88,-24,-117.12,-9.0,-2.37
2024-01-10,2591,HY-VEE WINE AND SPIRITS / ATLANTIC,ATLANTIC,FLAVORED RUM,44557,CRUZAN STRAWBERRY,12,750,7.0,10.5,-12,-126.0,-9.0,-2.37
2023-05-15,2572,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,AMERICAN FLAVORED VODKA,76501,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,12,750,8.34,12.51,-12,-150.12,-9.0,-2.37
2023-07-07,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,AMERICAN SCHNAPPS,81126,99 PEPPERMINT,12,750,7.5,11.25,-12,-135.0,-9.0,-2.37
2023-07-07,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,100% AGAVE TEQUILA,88540,HORNITOS LIME SHOT,12,750,15.0,22.5,-12,-270.0,-9.0,-2.37
2023-03-17,4988,HAPPY'S WINE & SPIRITS,CEDAR FALLS,STRAIGHT BOURBON WHISKIES,19227,KNOB CREEK,6,1000,26.0,39.0,-6,-234.0,-6.0,-1.58
2023-05-05,5678,SAVE MORE / DAVENPORT,DAVENPORT,AMERICAN BRANDIES,53213,PAUL MASSON GRANDE AMBER BRANDY VS,24,200,1.96,2.94,-24,-70.56,-4.8,-1.26
2023-12-15,4997,DOWNTOWN PANTRY,DES MOINES,STRAIGHT BOURBON WHISKIES,16850,BLANTONS BOURBON,6,750,35.0,52.5,-6,-315.0,-4.5,-1.18
2023-01-17,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,CORN WHISKIES,21070,CM 7-8YR OBTAINIUM LIGHT WHISKEY,6,750,24.0,36.0,-6,-216.0,-4.5,-1.18
2024-07-09,5499,KUM & GO #184 / ALTOONA,ALTOONA,STRAIGHT BOURBON WHISKIES,21236,1792 SMALL BATCH,6,750,16.0,24.0,-6,-144.0,-4.5,-1.18
2023-07-21,2521,HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,WEST DES MOINES,AMERICAN FLAVORED VODKA,39611,NORTH FORTY VANILLA VODKA,6,750,14.99,22.49,-6,-134.94,-4.5,-1.18
2024-06-27,5198,RIVERSIDE LIQUOR,DAVENPORT,100% AGAVE TEQUILA,88354,TEREMANA BLANCO TEQUILA,12,375,8.52,12.78,-12,-153.36,-4.5,-1.18
2022-12-20,4969,LAKE LIQUORS WINE AND SPIRITS,CLEAR LAKE,SPICED RUM,1799,CAPTAIN MORGAN ORIGINAL SPICED BARREL,6,1750,18.0,27.0,-2,-54.0,-3.5,-0.92
2024-02-20,5314,TOBACCO HUT & LIQUOR,COUNCIL BLUFFS,CANADIAN WHISKIES,10809,CROWN ROYAL REGAL APPLE,6,1750,33.99,50.99,-1,-50.99,-1.75,-0.46
2022-10-13,6344,HELLO MART LLC / SIOUX CITY,SIOUX CITY,CANADIAN WHISKIES,11298,CROWN ROYAL,6,1750,33.99,50.99,-1,-50.99,-1.75,-0.46
2024-09-11,3782,BENDER FOODS / GUTTENBERG,GUTTENBERG,BLENDED WHISKIES,25608,SEAGRAMS 7 CROWN,6,1750,13.99,20.99,-1,-20.99,-1.75,-0.46
2023-07-06,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,BLENDED WHISKIES,27605,TIN CUP,12,750,14.5,21.75,-2,-43.5,-1.5,-0.39
2023-02-22,2544,HY-VEE FOOD STORE (1403) / MARSHALLTOWN,MARSHALLTOWN,FLAVORED RUM,42699,MALIBU MANGO,12,750,8.99,13.49,-2,-26.98,-1.5,-0.39
2023-08-16,4204,FAREWAY STORES #025 / CLINTON,CLINTON,AMERICAN BRANDIES,52596,E & J VS,12,750,6.5,9.75,-2,-19.5,-1.5,-0.39
2024-11-12,3514,KAREN'S SPIRITS AND WINE,FORT DODGE,STRAIGHT BOURBON WHISKIES,19477,MAKERS MARK,12,1000,22.5,33.75,-1,-33.75,-1.0,-0.26
2024-04-04,6257,STATION MART 2 / EVANSDALE,EVANSDALE,100% AGAVE TEQUILA,88375,TEREMANA REPOSADO TEQUILA,6,1000,19.95,29.93,-1,-29.93,-1.0,-0.26
2023-11-06,4317,FAREWAY STORES #941 / GREENFIELD,GREENFIELD,CANADIAN WHISKIES,10550,BLACK VELVET TOASTED CARAMEL,12,750,5.74,8.61,-1,-8.61,-0.75,-0.19
2023-07-17,2576,HY-VEE WINE AND SPIRITS / STORM LAKE,STORM LAKE,STRAIGHT BOURBON WHISKIES,21462,BENCHMARK FULL PROOF,12,750,11.5,17.25,-1,-17.25,-0.75,-0.19
2022-11-22,4443,PALO MINI MART,PALO,IMPORTED CORDIALS & LIQUEURS,64776,COINTREAU LIQUEUR,12,750,21.48,32.22,-1,-32.22,-0.75,-0.19
2023-06-02,6313,DANNYS TOBACCO & LIQUOR / GUTTENBERG,GUTTENBERG,COFFEE LIQUEURS,67556,KAMORA COFFEE LIQUEUR,12,750,7.0,10.5,-1,-10.5,-0.75,-0.19
2023-04-28,5568,CASEY'S GENERAL STORE #2478 / NEW SHARON,NEW SHARON,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,12,50,4.3,6.45,-12,-77.4,-0.6,-0.15
2024-04-16,2648,HY-VEE #4 / WDM,WEST DES MOINES,AMERICAN CORDIALS & LIQUEURS,68563,KINKY ORANGE CREAM MINI,12,50,4.84,7.26,-12,-87.12,-0.6,-0.15
2024-05-08,10051,KWIK STAR #1172 / MARION,MARION,IMPORTED VODKAS,34001,ABSOLUT SWEDISH VODKA 80PRF MINI,10,50,7.92,11.88,-10,-118.8,-0.5,-0.13
2022-07-26,4921,MARKET EXPRESS,CEDAR RAPIDS,SPICED RUM,43331,CAPTAIN MORGAN ORIGINAL SPICED MINI,12,50,4.8,7.2,-2,-14.4,-0.1,-0.02
2023-11-21,6000,PORTERS CONVENIENCE 66 / CLINTON,CLINTON,IMPORTED CORDIALS & LIQUEURS,65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,5.63,8.45,1,8.45,0.02,0.0
2024-08-06,10374,MCDERMOTT OIL COMPANY / EARLVILLE,EARLVILLE,IMPORTED CORDIALS & LIQUEURS,65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,5.63,8.45,1,8.45,0.02,0.0
2020-04-14,5423,STAMMER LIQUOR CORP,SHELDON,IMPORTED CORDIALS & LIQUEURS,65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,4.93,7.4,1,7.4,0.02,0.0
2021-10-05,5419,CASEY'S GENERAL STORE # 3604/HINTON,HINTON,IMPORTED CORDIALS & LIQUEURS,65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,4.93,7.4,1,7.4,0.02,0.0
2022-08-03,6168,BREW OIL #32 / SPENCER,SPENCER,IMPORTED CORDIALS & LIQUEURS,65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,5.63,8.45,1,8.45,0.02,0.0
2023-03-30,10183,CROWN LIQUOR & SMOKE / IOWA CITY,,IMPORTED CORDIALS & LIQUEURS,65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,5.63,8.45,1,8.45,0.02,0.0
2022-05-05,6300,SOUTHGATE WINE & SPIRITS / AMES,AMES,IMPORTED CORDIALS & LIQUEURS,65259,JAGERMEISTER LIQUEUR MINI MEISTERS,12,20,5.63,8.45,1,8.45,0.02,0.0
2023-11-24,6028,CASEY'S GENERAL STORE #2686 / FORT DODGE,FORT DODGE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-03,5462,7STAR LIQUOR & TOBACCO OUTLET,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,77.4,0.05,0.01
2022-08-25,10029,ROYAL MART / DES MOINES,DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-29,5664,CASEY'S GENERAL STORE #45 / DES MOINES,DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-04-06,2675,HY-VEE #2 / CORALVILLE,CORALVILLE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-28,5662,RIVERSIDE LIQUOR 2 / DAVENPORT,DAVENPORT,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-26,5864,CASEY'S GENERAL STORE #2803 / VILLISCA,VILLISCA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-08-02,2670,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2020-07-01,3390,OKOBOJI AVENUE LIQUOR,MILFORD,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
2023-02-27,6287,RIVERSIDE #4 / BETTENDORF,BETTENDORF,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-01-30,2549,HY-VEE FOOD STORE (1271) / INDIANOLA,INDIANOLA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-03-14,2676,HY-VEE GAS / INDIANOLA,INDIANOLA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-08-26,5891,CASEY'S GENERAL STORE #2786 / DES MOINES,DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-31,6099,BREW OIL #29 / EMMETSBURG,EMMETSBURG,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-09-27,6271,KIMMES KINGSLEY COUNTRY STORE #16 / KINGSLEY,KINGSLEY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-04-28,2521,HY-VEE FOOD AND DRUG / GRAND / WDM,WEST DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-28,2585,HY-VEE WINE AND SPIRITS (1010) / ALGONA,ALGONA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-24,5920,KUM & GO #0131 / HUXLEY,HUXLEY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-12,6214,CASEY'S #3934 / ANKENY,ANKENY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-09-20,2539,HY-VEE FOOD STORE / IOWA FALLS,IOWA FALLS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-03-24,5696,CASEY'S #1025 /KALONA,KALONA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-06-08,2549,HY-VEE FOOD STORE / INDIANOLA,INDIANOLA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-08-03,5003,FAMOUS LIQUORS,DAVENPORT,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-09-07,2578,HY-VEE / CHARLES CITY,CHARLES CITY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-06,5616,CASEY'S GENERAL STORE #2623 / FAIRBANK,FAIRBANK,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-27,3981,WAL-MART 1152 / SIOUX CENTER,SIOUX CENTER,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-15,2652,HY-VEE DRUGSTORE / MASON CITY,MASON CITY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-26,6125,GATEWAY MART / CLINTON,CLINTON,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-17,4530,CASEY'S GENERAL STORE #2566 / ELY,ELY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-19,10224,KIMMES DENISON COUNTRY STORE 11 / DENISON,DENISON,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2020-09-08,2576,HY-VEE WINE AND SPIRITS / STORM LAKE,STORM LAKE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
2022-09-06,6225,DAY BREAK / WHEATLAND,WHEATLAND,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-05,6180,BREW OIL #11 / BOYDEN,BOYDEN,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-08-22,5102,WILKIE LIQUORS,MOUNT VERNON,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-10-07,3868,WAL-MART 3630 / MARION,MARION,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-11,10158,BP EXPRESS / WEST UNION,WEST UNION,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-04-29,2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-03-26,5251,NORTHSIDE LIQUOR,MASON CITY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-11-30,2647,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-10-15,2518,HY-VEE WINE AND SPIRITS (1544) / RED OAK,RED OAK,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-10-17,2662,HY-VEE WINE & SPIRITS / MUSCATINE,MUSCATINE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-10-15,5809,CASEY'S GENERAL STORE #26 / PERRY,PERRY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-08,3691,TARGET STORE T-1791 / URBANDALE,URBANDALE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-07,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-25,5407,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,WILLIAMSBURG,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-20,6020,I TOWNER STOP / INDIANOLA,INDIANOLA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-07-11,5529,BIG 10 MART,DUBUQUE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-03-01,5190,GUPPY'S ON THE GO / WALFORD,WALFORD,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-11-23,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-11-28,2508,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-10-26,6301,JET STOP BONAPARTE / BONAPARTE,BONAPARTE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-06-20,4518,CASEY'S GENERAL STORE #2824 / WDM,WEST DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-05-02,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-09-07,5818,CASEY'S GENERAL STORE #2894 / INDIANOLA,INDIANOLA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-10-26,4277,CORK IT!,LE MARS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-16,6209,HY-VEE / GRIMES,GRIMES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-06-18,5896,CASEY'S GENERAL STORE #1126 / WYOMING,WYOMING,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-01-03,5593,GRANDVIEW MART,MUSCATINE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-11,10165,SUPER MARKET / DAVENPORT,DAVENPORT,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
2023-06-02,5409,CASEY'S GENERAL STORE # 2179/ WAUKEE,WAUKEE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-06-23,5484,CASEY'S GENERAL STORE #3610 / CEDAR FALLS,CEDAR FALLS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-04,6032,CASEY'S GENERAL STORE #1167 / HOLSTEIN,HOLSTEIN,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-10-14,3664,SHADE TREE LIQUORS,NORTHWOOD,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-02-27,6316,BEER THIRTY CARROLL / CARROLL,CARROLL,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-02-22,6150,THE DEPOT GILMAN,GILMAN,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-09-28,4004,WAL-MART 4256 / AMES,AMES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-05-19,4824,CASEY'S GENERAL STORE #3852 / CRESTON,CRESTON,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-06-16,5314,TOBACCO HUT & LIQUOR,COUNCIL BLUFFS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-21,10193,BEER ON FLOYD / SIOUX CITY,SIOUX CITY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-03-11,2665,HY-VEE / WAUKEE,WAUKEE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-01-13,6056,CASEY'S GENERAL STORE #2770 / MARION,MARION,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-29,5919,CASEY'S GENERAL STORE #2584  / OSSIAN,OSSIAN,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
2021-12-07,5649,THE DEPOT TIFFIN,TIFFIN,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-02-10,5545,CASEY'S GENERAL STORE #91 / DALLAS CENTER,DALLAS CENTER,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-25,6031,CASEY'S GENERAL STORE #2846 / MAQUOKETA,MAQUOKETA,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
2023-06-16,2551,HY-VEE FOOD STORE (1065) / CHARITON,CHARITON,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-20,4988,HAPPY'S WINE & SPIRITS,CEDAR FALLS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-30,10366,CASEY'S #4279 / CEDAR FALLS,CEDAR FALLS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-10-27,5268,THE DEPOT ATKINS,ATKINS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-03-12,10100,EASTSIDE LIQUOR AND GROCERY / MARSHALLTOWN,MARSHALLTOWN,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-11-02,4433,KUM & GO #1024  PLEASANT HILL,PLEASANT HILL,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-18,5054,CORK 'N BOTTLE / MANCHESTER,MANCHESTER,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
